SRS_ID;WADMKK;WADMPR;NO;NAMA ITEM DATA;KELURAHAN;KECAMATAN;LATITUDE;LONGITUDE;TIPE ATM;ALAMAT
;;Sumatera Barat;132;SPBU MATA AIR;MATA AIR;PADANG SELATAN;-0.9669309257746370;100.38118815515200;ATM Tunai;JL. ST. SYAHRIR NO. 08 MATA AIR PADANG
;;Sumatera Barat;133;SPBU MUARO KALABAN;MUARO KALABAN;SILUNGKANG;-0.7081978350643530;100.79704327947400;ATM Tunai;JL. LINTAS SUMATERA KM 85 DESA AIA DINGIN
;;Sumatera Barat;134;SPBU PALAPA;BATANG ANAI;BATANG ANAI;-0.7738310020903350;100.31443036043200;ATM Tunai;JL. RAYA PADANG - PADANG PANJANG KM 2-24 KAB. PADANG PARIAMAN
;;Sumatera Barat;135;SPBU PISANG;KUBU PARAK KARAKAH;PADANG TIMUR;-0.9432227642903150;100.40025678093100;ATM Tunai;JL. BY PASS KM 7 PADANG
;;Sumatera Barat;136;SPBU SIMPANG KALUMPANG;LUBUK BUAYA;LUBUK BUAYA;-0.8371090237258100;100.3345741681960;ATM Tunai;JL. ADINEGORO NO. 35 GANTING LUBUK BUAYA
;;Sumatera Barat;137;SPBU SIMPANG PARIT;PARIK MUKO AIE;LAMPOSI TIGO NAGORI;-0.22517147010574000;100.62862079323800;ATM Tunai;JL.DIPONEGORO
;;Sumatera Barat;138;SPBU SUNGAI KAMUYANG;SIUNGAI KAMUYANG;LUAK;-0.23741058899683100;100.68762691371900;ATM Tunai;JL RAYA PAYAKUMBUH-LINTAU SUNGAI KAMUYANG KEC LUAK KAB LIMAPULUH KOTA
;;Sumatera Barat;139;SPBU TABEK PANJANG;BALAI PANJANG;PAYAKUMBUH;-0.17465176138946900;100.58730359985500;ATM Tunai;JL.TAN MALAKA PAYAKUMBUH
;;Sumatera Barat;140;SPBU TALAWI;TALAWI HILIR;TALAWI;-0.5956485742019290;100.73577493010600;ATM Tunai;JL PROF. M YAMIN
;;Sumatera Barat;141;SPBU TANJUNG PATI;NAGARI SARILAMAK;HARAU;-0.15914081188406000;100.66192966412900;ATM Tunai;JL.LINTAS PAYAKUMBUH-PEKANBARU
;;Sumatera Barat;142;STAIN BATU SANGKAR;NAGARI LIMA KAUM;LIMA KAUM;-0.46101495867448300;100.5725527815180;ATM Tunai;JL. SUDIRMAN NO. 37
;;Sumatera Barat;143;STASIUN KAI PADANG;SAWAHAN TIMUR;PADANG TIMUR;-0.943562715705239;100.37437722180400;ATM Tunai;JL. SAWAHAN PADANG
;;Sumatera Barat;144;STIKES PRIMA NUSANTARA;KUBU GULAI BANCAH;GULAI BANCAH;-0.2883856752578730;100.37239824656700;ATM Tunai;JL.KUSUMA BAKTI NO.99 BUKITTINGGI
;;Sumatera Barat;145;SWALAYAN NIAGARA;PARIT RANTANG;PAYAKUMBUH BARAT;-0.22590399970821400;100.62581137319700;ATM Tunai;JL.SOEKARNO HATTA PAYAKUMBUH
;;Sumatera Barat;146;TANDEM DADOK TUNGGUL HITAM;AIR TAWAR TIMUR;TUNGGUL HITAM;-0.8878973415599450;100.35492380574000;ATM Tunai;JL. K.H HASYIM ASHARI NO 63
;;Sumatera Barat;147;TANDEM DALLAS MOTOR;ANDALAS;PADANG TIMUR;-0.9408906334264590;100.3812744524900;ATM Tunai;JALAN ANDALAS NO 38 PADANG
;;Sumatera Barat;148;TANDEM DALLAS MOTOR;ANDALAS;PADANG TIMUR;-0.9408906334264590;100.3812744524900;ATM Tunai;JLN.GARUDA NO.83 LUBUK AMAN
;;Sumatera Barat;149;TANDEM KCP ALAHAN PANJANG;KENAGARIAN ALAHAN PANJANG;LEMBAH GUMANTI;-0.10715546338568900;100.78573918650600;CRM;JL. GAJAH MADA NO. 31
;;Sumatera Barat;150;TANDEM KCP ALAHAN PANJANG;KENAGARIAN ALAHAN PANJANG;LEMBAH GUMANTI;-0.10715546338568900;100.78573918650600;ATM Tunai;JL. GAJAH MADA NO. 31 JORONG ALAHAN PANJANG SOLOK
;;;;TANDEM KCP DANGUNG DANGUNG;NAGARI DANGUANG2;HARAU;-0.11473732791749900;100.54279339953400;ATM Tunai;JL NEGARA KM 12 SARILAMAK KAB LIMAPULUH KOTA
;;;;TANDEM KCP LUBUK ALUNG;NAGARI LUBUK ALUNG;LUBUK ALUNG;-0.6763129719617538 ;100.29002145622813;CRM;JALAN RAYA PADANG-BUKIT TINGGI
;;;;TANDEM KCP PAINAN;PAINAN UTARA;KEC. IV JURAI;-0.12844860610032000;100.57194560370900;CRM;JALAN ILYAS YAKUB NO, 38
;;;;TANDEM KK LUBUK BASUNG;KEL. SURABAYO;KEC. LUBUK BASUNG;-0.3204647965230970;100.0313552054900;CRM;JL. GAJAH MADA NO. 443 LUBUK BASUNG
;;;;TEE BOX CAFÉ;BEROK NIPAH;PADANG SELATAN;-0.9573109162892450;100.35538106598300;ATM Tunai;JL. DIPONEGORO PADANG
;;;;TOKO BESI HIDAYAH;BUKIT SURUNGAN;PADANG PANJANG BARAT;-0.4605979749850340;100.40052130363600;ATM Tunai;JL. PROF HAMKA PS. USANG PADANG PANJANG
;;;;SPORT CENTRE GUNUNG PANGILUN;GUNUNG PANGILUN;PADANG UTARA;-0.9116398987274146;100.36358920060200;ATM Tunai;JL. GAJAH MADA NO.105 B GUNUNG PANGILUN PADANG
